CountyName,loc_ID,year,yield,Precipitation,SolarRadiation,AverageMax,AverageMin,AvergaeTemperature,W_1_10,W_1_11,W_1_12,W_1_13,W_1_14,W_1_15,W_1_16,W_1_17,W_1_18,W_1_19,W_1_20,W_1_21,W_1_22,W_1_23,W_1_24,W_1_25,W_1_26,W_1_27,W_1_28,W_1_29,W_1_30,W_1_31,W_1_32,W_1_33,W_1_34,W_1_35,W_1_36,W_1_37,W_1_38,W_1_39,W_1_40,W_1_41,W_1_42,W_1_43,W_1_44,W_2_10,W_2_11,W_2_12,W_2_13,W_2_14,W_2_15,W_2_16,W_2_17,W_2_18,W_2_19,W_2_20,W_2_21,W_2_22,W_2_23,W_2_24,W_2_25,W_2_26,W_2_27,W_2_28,W_2_29,W_2_30,W_2_31,W_2_32,W_2_33,W_2_34,W_2_35,W_2_36,W_2_37,W_2_38,W_2_39,W_2_40,W_2_41,W_2_42,W_2_43,W_2_44,W_4_10,W_4_11,W_4_12,W_4_13,W_4_14,W_4_15,W_4_16,W_4_17,W_4_18,W_4_19,W_4_20,W_4_21,W_4_22,W_4_23,W_4_24,W_4_25,W_4_26,W_4_27,W_4_28,W_4_29,W_4_30,W_4_31,W_4_32,W_4_33,W_4_34,W_4_35,W_4_36,W_4_37,W_4_38,W_4_39,W_4_40,W_4_41,W_4_42,W_4_43,W_4_44,W_5_10,W_5_11,W_5_12,W_5_13,W_5_14,W_5_15,W_5_16,W_5_17,W_5_18,W_5_19,W_5_20,W_5_21,W_5_22,W_5_23,W_5_24,W_5_25,W_5_26,W_5_27,W_5_28,W_5_29,W_5_30,W_5_31,W_5_32,W_5_33,W_5_34,W_5_35,W_5_36,W_5_37,W_5_38,W_5_39,W_5_40,W_5_41,W_5_42,W_5_43,W_5_44,State,lat,long,DOMCountyI,PrecipitationLevels,SolarRadiationLevels,AvergaeTemperatureLevels,Yield
butler,205,2018,211.3,3.215367965,398.7428569,10.74729437,-0.230519481,5.258387446,1.845238095,0.619047619,7.30952381,1.595238095,0.642857143,5.797619048,3,0,8.702380952,3.928571429,1.928571429,3.107142857,0.928571429,8.345238095,3,9.785714286,8.035714286,2.25,2.214285714,5.761904762,1.226190476,3.476190476,9.464285714,2.988095238,14.45238095,17.85714286,16.46428571,0,18.5,2.94047619,8.273809524,8.238095238,1.261904762,0.392857143,3.297619048,317.2952376,377.1428564,366.0190479,383.3142853,459.1238095,389.8666667,419.8095227,547.2761928,388.6476184,328.6476186,409.0285699,336.3428572,428.2285719,400.0000007,332.380952,274.0190484,345.4476204,427.9999982,384.8000009,366.1714278,427.3523814,414.0952388,367.1238107,355.9238072,307.6571434,279.9619057,283.8476179,408.0380925,309.7523789,303.3904762,188.4952383,218.8952379,301.4857152,277.3333319,235.1238098,1.238095238,5.744047619,5.630952381,4.476190476,1.202380952,6.613095238,6.18452381,18.89880952,23.03571429,20.05357143,25.14285714,27.04761905,31.50595238,29.05952381,27.60119048,26.4047619,28.04166667,28.77380952,30.39880952,26.98809524,26.16666667,27.35714286,28.45238095,28.44642857,24.76190476,26.54166667,23.35119048,28.14880952,25.17857143,17.67857143,15.2797619,13.36309524,12.47619048,13.71428571,12.43452381,-7.178571429,-4.285714286,-3.476190476,-4.75,-9.422619048,-2.696428571,-3.607142857,1.904761905,10.27380952,9.130952381,11.57142857,15.31547619,17.2797619,15.10714286,17.20833333,17.5952381,18.14880952,16.79166667,19.21428571,16.95238095,13.86904762,14.66071429,16.58928571,17.57142857,14.55357143,16.29166667,14.76190476,13.7202381,13.08333333,6.452380952,6.255952381,5.083333333,-0.630952381,0.44047619,1,iowa,42.7336512,-92.7819493,12,P3,S2,T1,Y3
calhoun,206,2018,193.3,2.87012987,389.1906483,11.53181818,0.596103896,6.063961039,1.8,1.642857143,5.6,0.4,0.8,5.357142857,2.114285714,0.014285714,8.671428571,3.2,1.971428571,0.771428571,4.114285714,2.828571429,11.31428571,16.22857143,6.357142857,3.528571429,2.457142857,0.028571429,0.8,0.857142857,10.45714286,4.957142857,16.34285714,9.414285714,6.057142857,0,10.01428571,1.885714286,3.514285714,9.271428571,0.985714286,0.257142857,1.857142857,318.6742881,344.228572,296.2285714,375.4971429,488.3657104,375.1314242,442.6514278,537.0057116,359.9085706,356.3428565,387.0628553,389.8971444,411.9314274,395.291428,298.6514278,279.7714277,312.4571429,424.8228577,395.4742852,420.8457158,432.8685717,436.0228577,372.9371401,329.280001,328.9142851,310.6285743,325.5314268,397.028571,328.0457138,288.7771428,211.7028559,216.7771432,293.7142859,293.5771417,231.8171431,3.078571429,6.25,6.028571429,6.435714286,2.742857143,7.828571429,6.25,19.36428571,23.14285714,21.2,24.52857143,27.65714286,32.13571429,29.57857143,28.21428571,26.2,27.89285714,28.55714286,30.6,28.00714286,26.59285714,28.10714286,28.43571429,27.97857143,24.92142857,26.39285714,24.30714286,28.12142857,27.06428571,17.82142857,15.52142857,11.95,13.48571429,15.2,13.57142857,-5.714285714,-3.435714286,-1.128571429,-2.885714286,-9.235714286,-1.657142857,-3.757142857,2.478571429,10.22857143,9.657142857,12.00714286,15.15,17.20714286,16.77142857,18.20714286,17.62857143,18.78571429,17.27857143,20.02142857,17.34285714,14.32142857,14.56428571,16.91428571,17.41428571,15.05,16.41428571,14.71428571,14.81428571,13.46428571,7.364285714,6.05,3.871428571,0.4,0.585714286,1.014285714,iowa,42.3808184,-94.6332459,13,P2,S1,T2,Y2
carroll,207,2018,208.5,2.655122655,387.4031754,11.9978355,0.665223666,6.331529582,1.380952381,2.26984127,4.365079365,1.80952381,0.444444444,4.095238095,1.492063492,0.047619048,9.079365079,1.349206349,2.873015873,0.444444444,4.285714286,5.523809524,4.825396825,19.19047619,8.095238095,2.777777778,1.857142857,0,0,0.571428571,4.53968254,4.015873016,17.6984127,6.063492063,8.222222222,0,6.587301587,3.73015873,5.841269841,8.857142857,0.904761905,0.174603175,1.619047619,331.4285717,344.888889,296.4825392,356.0634918,481.0666678,369.066667,428.5968274,524.546037,358.907935,376.9904778,393.3968261,390.1968236,414.8825412,391.6190476,315.2761923,287.0349182,311.4158749,431.9492062,402.5396835,427.4285705,445.0539686,439.4666671,387.3523833,334.6285723,319.2380948,303.6444445,286.4253959,394.8698401,340.7238077,274.7428572,198.8063493,215.8730151,301.9682543,297.3460307,242.2857148,3.5,6.317460317,6.492063492,7.325396825,2.777777778,9.111111111,7.182539683,19.70634921,22.87301587,21.80952381,24.88095238,27.6031746,31.92063492,29.57936508,28.20634921,26.4047619,28.15873016,28.56349206,30.96031746,28.07142857,26.44444444,28.24603175,29.04761905,28.12698413,24.92857143,26.75396825,24.15873016,27.92857143,27.14285714,17.81746032,15.22222222,11.92857143,13.32539683,15.26190476,13.41269841,-5.341269841,-3.714285714,-0.865079365,-2.674603175,-9.119047619,-1.428571429,-3.079365079,1.984126984,10.23809524,9.341269841,11.97619048,15.23809524,16.80952381,16.31746032,18.31746032,17.4047619,18.57142857,16.77777778,19.9047619,16.9047619,13.92063492,14.3015873,16.30952381,16.72222222,14.43650794,16.36507937,14.84920635,14.66666667,13.28571429,7.682539683,6.111111111,3.952380952,0.293650794,0.468253968,0.476190476,iowa,42.0193628,-94.860335,14,P2,S1,T2,Y3
cass,208,2018,169.7,1.942640693,388.9038965,13.39231602,1.231601731,7.311958874,0.642857143,2.011904762,2.30952381,1.666666667,0,2.607142857,0.142857143,0.19047619,7.976190476,2.285714286,1.535714286,0.583333333,7.130952381,4.273809524,9.297619048,7.654761905,10.72619048,0.154761905,2.261904762,0,0.738095238,0.107142857,0.714285714,6.666666667,16.33333333,7.904761905,9.488095238,0,4.571428571,3.761904762,3.619047619,10.69047619,0.761904762,0.476190476,1.988095238,340.8761918,329.7904772,273.2190481,381.4857149,458.0952356,389.2190466,427.4285722,528.6857151,366.0571454,393.0666675,390.0190468,388.0380968,419.3142875,392.876192,327.3142856,304.495238,329.4095246,444.3047642,412.1523797,416.5333325,426.1333331,440.4952378,418.5523812,330.2476196,326.2095239,304.9142839,243.5047622,394.32381,351.6190478,275.3142857,210.2476186,215.2761899,315.9619037,295.0476217,245.5619036,5.202380952,7.726190476,7.470238095,8.470238095,3.68452381,11.69642857,8.988095238,20.83333333,23.88095238,23.60714286,25.75595238,28.5952381,32,29.55357143,29.13690476,26.89285714,29.00595238,29.26785714,32.04761905,28.53571429,26.89285714,28.67261905,30.5952381,28.64285714,25.27380952,27.95833333,24.28571429,27.92857143,27.78571429,18.23809524,16.2202381,13.04166667,14.125,15.5952381,13.95238095,-4.446428571,-3.5,-0.089285714,-2.202380952,-8.976190476,-0.75,-1.976190476,2.43452381,10.77380952,9.636904762,12.64285714,15.79761905,16.70238095,16.23809524,18.80357143,17.39880952,18.4047619,17.00595238,19.92261905,17.25,14.11309524,14.99404762,16.49404762,17.0297619,14.77380952,16.69047619,15.7202381,14.91666667,13.73214286,7.81547619,6.732142857,4.892857143,0.392857143,0.75,1.31547619,iowa,41.3122834,-94.9215151,15,P1,S1,T3,Y1
cedar,209,2018,222.2,2.360750361,395.9457438,13.1962482,1.12049062,7.158369408,4.746031746,0.746031746,4.380952381,1.984126984,0.714285714,2.015873016,0.714285714,0,4.444444444,3.349206349,2.873015873,2.682539683,2.46031746,6.571428571,1.841269841,11.33333333,2.888888889,0,2,5,0.492063492,0.206349206,5.063492063,3.380952381,11.95238095,15.87301587,13.71428571,0,5.19047619,3.317460317,15.23809524,9.936507937,0.253968254,0.555555556,5.285714286,314.2603195,409.6000022,381.1047625,339.8603175,448.6095227,370.1333308,402.4888885,525.2571455,417.269843,375.7714299,371.0476195,359.568254,399.6952374,420.0126977,321.5238095,294.552381,367.3396827,470.146031,408.8888879,345.8539673,414.1206374,429.7142847,362.9714297,340.419048,317.0539686,295.5174599,238.019049,428.0380961,331.0730165,312.2285701,191.2380971,216.2793654,317.6126985,276.1142862,210.9968256,3.492063492,8.507936508,7.579365079,7.611111111,3.555555556,9.746031746,9.468253968,20.65079365,25.98412698,22.88888889,25.67460317,27.79365079,31.33333333,29.31746032,27.98412698,27.47619048,29.54761905,30.02380952,31.70634921,27.56349206,26.8968254,28.99206349,29.65079365,29.55555556,26.21428571,28.14285714,25.12698413,28.29365079,26.6031746,19.53174603,19.14285714,16.44444444,12.96825397,14.23809524,13.21428571,-5.380952381,-4.198412698,-3.619047619,-2.214285714,-7.849206349,-0.380952381,-1.111111111,2.69047619,11.34126984,9.873015873,13.17460317,15.24603175,17.84920635,15.25396825,18.3968254,18.3968254,18.44444444,16.22222222,19.03968254,17.34920635,14.55555556,15.52380952,17.41269841,18.03174603,15.19047619,17.6031746,17.16666667,12.56349206,13.58730159,6.952380952,9.698412698,6.880952381,-0.365079365,1.341269841,3.23015873,iowa,41.7608608,-91.1263198,16,P2,S2,T3,Y3
cerro gordo,210,2018,184.3,3.848484849,414.5777785,9.726551226,-0.744588745,4.490981241,2.634920635,0,5.650793651,1.174603175,1.238095238,11.12698413,2.063492063,0,11.77777778,6.666666667,0,2.634920635,5.380952381,19,1.984126984,11.33333333,10.19047619,0.857142857,4.047619048,8.301587302,2.936507937,2.206349206,3.714285714,2.46031746,10.12698413,9.603174603,8.015873016,0,23.87301587,1.603174603,3.873015873,10.26984127,1.936507937,0.587301587,1.80952381,301.0031709,385.7777802,350.6793654,400.5587313,474.8190487,369.5746048,480.3555535,603.0222265,442.9714312,319.1365072,432.4571436,367.4412684,380.8000009,384.8126993,330.0063474,263.9746028,319.4412694,424.1269836,380.2412708,372.0634913,425.2444443,404.2666653,369.5746043,357.7904758,308.6222214,295.8222225,308.2158717,397.3079369,288.0000007,296.2285711,205.0539683,220.4952389,282.2603176,273.0158723,229.5365076,0.285714286,4.404761905,4.714285714,3.73015873,0.380952381,4.952380952,4.642857143,17.5952381,22.76984127,19.18253968,24.33333333,26.86507937,30.87301587,28.36507937,27.3015873,25.58730159,27.73015873,28.18253968,29.97619048,26.71428571,25.76984127,26.93650794,27.84126984,28.34920635,24.53174603,25.86507937,23.46825397,27.80952381,24.34920635,17.16666667,14.54761905,12.1984127,11.92857143,13.35714286,11.73809524,-7.666666667,-5.119047619,-3.412698413,-5.134920635,-10.07142857,-3.071428571,-5.015873016,1.555555556,9.634920635,8.96031746,11.15079365,14.92063492,16.88095238,15.30952381,17.0952381,17.29365079,18.11111111,16.79365079,19.07142857,16.67460317,13.79365079,14.37301587,16.12698413,17.24603175,14.31746032,15.57936508,13.79365079,13.8968254,12.70634921,6.166666667,5.404761905,3.650793651,-0.936507937,0.079365079,0.531746032,iowa,43.0742443,-93.2548746,17,P3,S3,T1,Y2
cherokee,211,2018,213.4,2.797979798,399.3443001,11.0966811,0.094516594,5.595598846,2.476190476,1.904761905,4.904761905,0.047619048,1.047619048,4.587301587,2.793650794,0.142857143,6.53968254,4.984126984,1.349206349,2.253968254,6.19047619,1.650793651,3.253968254,12.20634921,12.93650794,3,4.746031746,0,0.079365079,3.26984127,3.238095238,4.920634921,5.492063492,3.317460317,8.936507937,0,17.61904762,0.746031746,1.904761905,6.079365079,0.873015873,0.412698413,2.158730159,298.8190475,338.285715,314.6666659,415.4412696,479.6444445,399.3904763,445.8666663,554.7174605,402.9968242,346.8190494,396.1396819,400.4063483,397.2063497,411.0730145,341.6888876,251.4793648,322.742856,419.0476181,380.2920634,435.5555551,452.9777784,420.2158741,371.0984141,342.1968268,336.2539692,303.5936502,312.838095,375.111114,321.8285728,297.4476197,228.9777775,183.8222235,310.4000014,284.2412675,218.7682521,1.873015873,5.53968254,6.015873016,7.079365079,2.134920635,7.476190476,6.087301587,18.46825397,23.15873016,20.48412698,23.74603175,28.8968254,31.65873016,30.07936508,29.63492063,24.8968254,28.06349206,29.12698413,30.62698413,27.97619048,26.51587302,27.92063492,28.63492063,28.23809524,25.00793651,25.9047619,23.42857143,28.28571429,25.76984127,17.21428571,15.15873016,9.785714286,14.15079365,15.25396825,13.00793651,-6.436507937,-3.722222222,-1.301587302,-2.984126984,-9.301587302,-2.563492063,-3.714285714,1.880952381,9.261904762,8.746031746,11.17460317,15.54761905,16.84920635,16.53968254,18.45238095,16.88095238,18.44444444,17.68253968,20.12698413,16.52380952,13.64285714,14.04761905,16.56349206,17,14.22222222,15.72222222,13.79365079,15.8015873,12.99206349,6.936507937,5.015873016,2.5,-0.396825397,0.619047619,0.76984127,iowa,42.7247968,-95.6249803,18,P2,S2,T2,Y3
chickasaw,212,2018,193,3.847402598,411.5324675,10.29707792,-0.9375,4.679788961,2.571428571,0,3.464285714,1.321428571,1.125,7.571428571,2.892857143,0,14.48214286,6.910714286,1.982142857,4.732142857,2.696428571,14.51785714,1.5,11.5,9.785714286,2.946428571,4.732142857,4.446428571,0.107142857,2.375,7.482142857,2.910714286,4.607142857,22.83928571,16.92857143,0,17.66071429,2.410714286,7.160714286,8.482142857,1.732142857,0.642857143,3.732142857,324.8571407,395.2571455,387.1428574,401.4857123,458.6857131,357.6571445,446.6285708,594.5714286,409.7142846,332.9714306,417.8857144,307.3142865,390.9714301,401.9428591,310.1714292,259.885716,349.3714275,435.5999979,390.2285709,366.9142854,437.0285715,398.4571457,371.314285,372.5142882,327.8857138,293.6000017,285.7714274,407.3142853,307.0285724,313.7714272,178.0571432,222.7428578,286.0571428,261.9999982,234.0571416,0.616071429,5.178571429,6.044642857,4.741071429,0.321428571,5.723214286,5.464285714,18.34821429,22.78571429,19.44642857,24.59821429,25.94642857,30.6875,27.89285714,26.5,25.45535714,28.16964286,28.38392857,29.90178571,26.51785714,25.63392857,26.86607143,28.05357143,28.58928571,24.33928571,26.08928571,23.10714286,27.66964286,24.39285714,17.15178571,14.69642857,13.16071429,11.72321429,12.8125,11.65178571,-8.116071429,-5.133928571,-4.125,-5.044642857,-10.44642857,-3.285714286,-4.285714286,1.1875,9.955357143,8.205357143,10.77678571,14.66964286,16.83928571,13.98214286,16.99107143,17.32142857,18.00892857,16.34821429,18.70535714,16.76785714,13.57142857,14.23214286,16.39285714,17.10714286,14.21428571,15.66964286,14.11607143,13.125,12.3125,5.526785714,5.723214286,4.482142857,-1.330357143,0.214285714,0.357142857,iowa,43.05994,-92.316679,19,P3,S3,T1,Y2
clarke,213,2018,161.9,2.030844156,393.6415585,13.9301948,1.870941558,7.900568181,1.25,1.625,1.839285714,1.785714286,0.232142857,2,0.017857143,0.017857143,9.428571429,2,2.142857143,1.142857143,7.392857143,2.107142857,8.482142857,3,14.25,0,2.392857143,0.232142857,1.839285714,0.107142857,0.535714286,2,6.160714286,17.73214286,16.08928571,0,1.785714286,1.803571429,10.44642857,11.69642857,0.160714286,0.107142857,3.821428571,320.685715,314.9714266,301.7714282,381.2000008,487.3142853,397.8285713,433.8857122,522.4000021,398.4571451,390.2285701,381.3142864,378.1142848,407.7714277,406.8571439,340.4571441,315.8285738,322.171429,453.0285704,425.1428561,413.4285714,419.8857149,431.8285702,414.914287,360.8571423,320.171426,289.6571435,212.2285728,400.2857148,350.0000005,295.1428584,212.7428566,211.6000015,338.2857143,305.1428555,230.7428569,5.473214286,8.25,7.5625,8.848214286,4.276785714,12.6875,9.830357143,20.65178571,25.5625,24.21428571,25.875,28.41964286,31.99107143,29.73214286,29.58035714,27.375,29.41964286,30.25892857,33.01785714,29.59821429,27.82142857,30,32.0625,30.25,26.86607143,28.86607143,24.16964286,28.03571429,27.78571429,18.8125,18.01785714,14.74107143,14.61607143,15.63392857,14.01785714,-4.125,-3.142857143,-0.651785714,-1.589285714,-8.276785714,0.5625,-1.544642857,3.223214286,11.57142857,11.02678571,13.52678571,16.375,17.15178571,16.69642857,19.02678571,18.28571429,19.16964286,17.73214286,19.97321429,18.16964286,15.0625,16.30357143,17.86607143,17.85714286,16.17857143,17.66071429,16.72321429,14.83928571,14.55357143,7.75,8.071428571,6.589285714,0.321428571,1.392857143,3.0625,iowa,41.0152092,-93.7842976,20,P1,S1,T3,Y1
clay,214,2018,158.7,2.982495765,395.8947486,10.71795596,-0.343873518,5.18704122,3.00621118,0.583850932,3.335403727,1.472049689,1.124223602,5.527950311,2.00621118,0,7.434782609,6.465838509,1.850931677,4.664596273,5.105590062,6.801242236,3.658385093,14.48447205,6.745341615,3.093167702,5.832298137,2.739130435,0.049689441,4.062111801,6.02484472,3.751552795,2.826086957,8.335403727,14.17391304,0,21.56521739,2.236024845,8.577639752,8.130434783,0.465838509,0.372670807,2.701863354,310.6782604,364.8596269,346.4347828,393.301864,446.5888185,373.9826091,438.7975151,548.8695654,397.4161493,333.2968939,400.6161496,356.7304341,383.1453406,382.5291927,338.8024845,265.9577634,347.7068325,431.8012419,395.1105579,375.3937888,439.7714288,405.5453423,375.5130439,350.8074541,334.7875778,308.0944097,294.7378876,396.402484,306.7627318,308.1142872,195.1204964,201.7788821,311.1155282,273.4509309,219.5279496,1.248447205,5.440993789,6.00310559,6.453416149,1.208074534,6.288819876,5.51863354,18.23913043,23.46583851,19.62111801,24.40993789,27.27639752,30.64285714,28.24223602,27.87267081,25.01863354,28.5931677,28.97204969,30.55590062,27.17080745,26.25776398,27.62732919,28.50931677,28.68322981,24.86335404,26.3757764,23.45031056,27.92546584,24.79192547,17.40993789,15.08385093,11.93478261,12.96273292,14.01552795,11.95652174,-7.531055901,-4.459627329,-3.00310559,-3.822981366,-9.388198758,-2.680124224,-4.102484472,1.704968944,9.658385093,8.459627329,11.38198758,15.16149068,16.86645963,15.62732919,17.92857143,17.23291925,18.4068323,17.00931677,19.29503106,17.22670807,13.99378882,14.61490683,16.78881988,17.39751553,14.48757764,15.98447205,14.22981366,14.05279503,12.64596273,6.220496894,5.968944099,3.934782609,-0.5,0.757763975,1.285714286,iowa,43.0809373,-95.1407762,21,P2,S2,T1,Y1
clayton,215,2018,201.6,2.772136954,403.324675,11.540732,-0.574380165,5.483175916,3.051948052,0.025974026,0.558441558,1.064935065,0.87012987,4.844155844,2.636363636,0,8.909090909,5.987012987,2.545454545,6.922077922,4.571428571,11.42857143,0.090909091,9.116883117,4.675324675,1.415584416,5.883116883,5.454545455,0.103896104,3.298701299,9.688311688,5.012987013,2.103896104,10.94805195,15.57142857,0,17.84415584,4.285714286,15,11.28571429,0.701298701,0.623376623,3.662337662,341.0701285,395.5948044,421.9844158,403.3662329,423.8545433,365.1324677,405.4441556,551.2727293,393.1012993,341.6519477,394.0987008,319.2935052,380.9662309,384.6233768,325.693506,279.4805191,369.8285707,456.1870113,396.7999987,334.7116878,422.1922084,397.0909095,373.6935076,354.9506499,322.2857153,307.7818175,272.706493,414.9194796,301.2986995,314.8883124,171.9272714,220.301299,296.3116881,262.6909087,228.7792207,1.948051948,6.435064935,7.584415584,7.363636364,1.376623377,6.948051948,6.688311688,19.29220779,23.91558442,20.46753247,24.92857143,25.23376623,30.12337662,26.70779221,26.31168831,25.52597403,29.07792208,29.09090909,30.49350649,26.61688312,25.98051948,27.38961039,28.26623377,28.99350649,24.59090909,26.98701299,23.8961039,27.27922078,24.94155844,18.00649351,15.83766234,14.8961039,12.0974026,13.35064935,12.01298701,-8.142857143,-4.844155844,-4.61038961,-4.116883117,-9.409090909,-2.590909091,-3.493506494,1.285714286,10.11688312,8.149350649,11.33766234,14.42857143,16.79220779,14.20779221,17.52597403,17.51298701,18.23376623,15.92207792,18.64285714,17.38961039,14.24675325,14.61688312,16.88311688,17.44805195,14.47402597,16.23376623,15.27272727,12.25324675,12.71428571,5.688311688,7.032467532,5.435064935,-0.701298701,0.571428571,1.233766234,iowa,42.8547706,-91.3667151,22,P2,S2,T1,Y2
clinton,216,2018,210.8,2.494434137,397.6578861,12.86363636,0.92903525,6.896335807,2.918367347,0.43877551,4.846938776,2.948979592,0.887755102,2.224489796,0.693877551,0,4.581632653,3.132653061,4.765306122,2.387755102,1.387755102,12.92857143,0.857142857,9.826530612,1.857142857,0,2.367346939,5.234693878,0.112244898,0.214285714,5.06122449,3.897959184,9.091836735,18.93877551,12.41836735,0,4.683673469,2.653061224,14.3877551,9.020408163,0.37755102,0.642857143,4.010204082,318.4653088,419.0367335,397.0938781,355.8857146,417.8285728,378.2857154,382.7265314,526.4326592,419.2000001,374.4979606,384.7836724,362.9061225,397.6163271,395.6897944,311.640819,284.3428572,379.8204059,472.6204062,406.4653062,335.085715,426.7428558,429.485715,353.3061207,342.661225,318.9551018,309.9428582,249.0122456,425.2081641,327.9673481,321.2408162,198.7591846,230.8897973,308.995917,266.9714265,205.5510206,2.882653061,8.076530612,7.62244898,8.06122449,3.015306122,9.244897959,8.632653061,20.14285714,25.76530612,22.40816327,25.64795918,26.94387755,30.9744898,28.5,27.38265306,26.72959184,29.54591837,29.89795918,31.07653061,27.08163265,26.80612245,28.75,29.05102041,29.19387755,26.23469388,27.98469388,25.26020408,27.9744898,26.44387755,19.59693878,19.1122449,16.81122449,12.55612245,13.57142857,12.53571429,-5.948979592,-4.270408163,-3.867346939,-2.229591837,-7.494897959,-0.663265306,-1.234693878,2.576530612,11.30102041,9.540816327,12.51020408,14.58163265,17.64795918,14.72959184,18.37755102,18.07653061,18.54591837,16.24489796,18.72959184,17.45918367,14.6377551,15.48979592,17.62755102,18,15.39795918,17.51530612,17.20408163,12.55612245,13.82142857,6.887755102,9.790816327,6.62755102,-0.336734694,1.234693878,3.295918367,iowa,41.8444735,-90.1887379,23,P2,S2,T2,Y3
crawford,217,2018,214.1,2.376623376,386.6264944,12.08225108,0.642857143,6.362554113,1.971428571,2,3.857142857,1.438095238,0.314285714,2.533333333,1.19047619,0.2,7.980952381,1.304761905,3.352380952,0.628571429,4.323809524,2.638095238,3.723809524,15.8,9.933333333,2.80952381,3.79047619,0.4,0.266666667,1.00952381,5.123809524,5.057142857,18.46666667,4.39047619,6.571428571,0,7.580952381,3.104761905,4.533333333,6.628571429,0.866666667,0.352380952,1.780952381,320.0914278,334.2933341,286.2019052,354.8647619,488.472381,378.2704776,439.100953,526.2933384,362.6666674,382.9942862,379.6419062,387.9923805,408.1066659,404.845713,324.1752386,286.7504749,314.666667,426.9714289,405.1200001,420.7542844,434.3771444,432.7923816,388.6323821,342.2476192,319.4819048,305.4933329,305.0971431,388.7238095,340.5104758,275.5352376,216.9904771,211.9009521,305.8285723,293.2419042,236.4038088,3.523809524,6.114285714,6.776190476,7.6,2.7,9.376190476,7.723809524,19.76666667,22.88571429,22.09047619,24.34761905,28.00952381,31.66666667,29.84285714,28.98571429,26.11428571,28.41428571,28.78571429,31.12380952,28.02857143,26.18571429,28.18571429,29.04761905,28.06190476,24.75238095,26.46190476,23.95238095,28.00952381,26.93809524,17.65238095,15.13333333,11.23333333,13.68571429,15.47142857,13.27619048,-5.152380952,-3.685714286,-0.733333333,-2.619047619,-9.2,-1.661904762,-2.952380952,1.814285714,10.07142857,9.233333333,11.95714286,15.44285714,16.68095238,16.2047619,18.52857143,17.05238095,18.54285714,16.93333333,19.75238095,16.67619048,13.9047619,14.25238095,16.35238095,16.64761905,14.14285714,16.11904762,14.46666667,14.98571429,13.2,7.652380952,5.733333333,3.566666667,0.023809524,0.571428571,0.280952381,iowa,42.020579,-95.3811884,24,P2,S1,T2,Y3
dallas,218,2018,174,2.623376623,389.7662348,13.15016234,1.537337662,7.34375,1.482142857,2.875,2.821428571,2.053571429,0.214285714,4,0.375,0,9.178571429,2.678571429,3.178571429,0.714285714,4.982142857,4.178571429,9.071428571,7.714285714,14.03571429,1.553571429,0.660714286,0,0.035714286,0.303571429,3.482142857,2.339285714,8.589285714,9.214285714,11.82142857,0,3.928571429,5.535714286,4.589285714,7.089285714,0.625,0.267857143,3.357142857,329.6000004,342.7428573,286.628573,368.6857166,483.6571454,384.7428543,432.5142877,523.7714315,367.1428569,375.2571447,392.6857147,391.6571424,419.7142846,390.9142854,307.0285721,300.5714283,323.0857152,431.0285721,406.7999998,418.6857174,444.4571435,439.314288,390.1714311,344.1714292,325.9428561,289.314285,244.6285725,396.0000027,337.5428579,280.3999984,213.3142864,215.4857153,323.4857167,303.6571424,230.4571435,4.4375,7.464285714,6.8125,8.276785714,3.991071429,10.90178571,9.026785714,20.97321429,24.02678571,22.60714286,26.13392857,28.73214286,32.48214286,29.84821429,28.79464286,27.48214286,28.84821429,29.65178571,32.375,29.0625,27.47321429,29.66071429,30.52678571,29.33928571,26.17857143,27.99107143,24.57142857,28.50892857,27.16964286,18.16964286,16.28571429,13.67857143,14.52678571,15.55357143,13.83035714,-4.669642857,-3.133928571,-0.758928571,-1.991071429,-7.946428571,-0.526785714,-1.758928571,2.946428571,11.27678571,10.29464286,13.17857143,16.00892857,17.07142857,16.91964286,18.5,18.07142857,18.97321429,17.57142857,20.49107143,17.70535714,14.4375,15.54464286,17,17.5625,15.40178571,17.08035714,16.1875,15.05357143,14.00892857,7.883928571,7.232142857,5.607142857,0.616071429,0.892857143,1.8125,iowa,41.6744179,-94.0394437,25,P2,S1,T3,Y1
