OID_,FID_1,PERIMETER,DOMCountyI,FIPS,FIPS_INT,CountyName,StateAbbr,SHAPE_Leng,OBJECTID,CountyName_1,loc_ID,year,yield,Precipitation,SolarRadiation,AverageMax,AverageMin,AvergaeTemperature,W_1_10,W_1_11,W_1_12,W_1_13,W_1_14,W_1_15,W_1_16,W_1_17,W_1_18,W_1_19,W_1_20,W_1_21,W_1_22,W_1_23,W_1_24,W_1_25,W_1_26,W_1_27,W_1_28,W_1_29,W_1_30,W_1_31,W_1_32,W_1_33,W_1_34,W_1_35,W_1_36,W_1_37,W_1_38,W_1_39,W_1_40,W_1_41,W_1_42,W_1_43,W_1_44,W_2_10,W_2_11,W_2_12,W_2_13,W_2_14,W_2_15,W_2_16,W_2_17,W_2_18,W_2_19,W_2_20,W_2_21,W_2_22,W_2_23,W_2_24,W_2_25,W_2_26,W_2_27,W_2_28,W_2_29,W_2_30,W_2_31,W_2_32,W_2_33,W_2_34,W_2_35,W_2_36,W_2_37,W_2_38,W_2_39,W_2_40,W_2_41,W_2_42,W_2_43,W_2_44,W_4_10,W_4_11,W_4_12,W_4_13,W_4_14,W_4_15,W_4_16,W_4_17,W_4_18,W_4_19,W_4_20,W_4_21,W_4_22,W_4_23,W_4_24,W_4_25,W_4_26,W_4_27,W_4_28,W_4_29,W_4_30,W_4_31,W_4_32,W_4_33,W_4_34,W_4_35,W_4_36,W_4_37,W_4_38,W_4_39,W_4_40,W_4_41,W_4_42,W_4_43,W_4_44,W_5_10,W_5_11,W_5_12,W_5_13,W_5_14,W_5_15,W_5_16,W_5_17,W_5_18,W_5_19,W_5_20,W_5_21,W_5_22,W_5_23,W_5_24,W_5_25,W_5_26,W_5_27,W_5_28,W_5_29,W_5_30,W_5_31,W_5_32,W_5_33,W_5_34,W_5_35,W_5_36,W_5_37,W_5_38,W_5_39,W_5_40,W_5_41,W_5_42,W_5_43,W_5_44,State,lat,long,DOMCountyI_1,Shape_Length,Shape_Area
21,21,175186.799999999988358,33,19065,19065,Fayette,IA,1.828611796713133,31,fayette,226,2018,200.099999999999994,2.911255411000000,405.305627599999980,10.986471860000000,-0.964285714000000,5.011093074000000,3.440476190000000,0.059523810000000,2.071428571000000,0.880952381000000,0.714285714000000,5.273809524000000,2.404761905000000,0.000000000000000,8.380952381000000,5.714285714000000,3.083333333000000,6.559523810000000,3.285714286000000,12.464285710000000,0.869047619000000,10.202380950000000,6.702380952000000,2.952380952000000,4.071428571000000,5.559523810000000,0.238095238000000,2.107142857000000,11.607142860000000,5.309523810000000,2.440476190000000,12.797619050000000,15.809523810000000,0,17.380952380000000,4.202380952000000,10.678571430000000,9.845238094999999,0.845238095000000,0.416666667000000,3.595238095000000,331.047620300000005,391.885713099999975,401.828572199999996,400.152380100000016,443.809525300000018,370.438093999999978,423.504762200000016,562.895235699999944,391.847621600000025,341.561903799999982,399.390475299999991,309.714286500000014,389.676191099999983,395.085713699999985,316.685713500000020,268.419046100000003,361.142857900000024,451.123811300000000,397.219047499999988,342.476190299999985,425.180951100000016,410.895237500000007,373.104760999999996,365.942856199999994,326.247618900000020,306.857141800000022,279.542857599999991,414.019047300000011,305.561904900000002,319.809524500000009,175.009524499999998,219.352381799999989,293.561904700000014,265.828573000000006,238.057143300000007,1.160714286000000,5.738095238000000,6.994047619000000,5.833333333000000,0.928571429000000,6.577380952000000,5.988095238000000,19.244047620000000,23.386904760000000,20.148809520000000,24.851190480000000,25.291666670000001,30.672619050000002,27.416666670000001,26.315476189999998,25.750000000000000,28.779761900000000,28.827380949999998,30.309523810000002,26.613095240000000,25.827380949999998,27.214285709999999,28.178571430000002,28.940476189999998,24.321428569999998,26.785714290000001,23.577380949999998,27.482142860000000,24.869047620000000,17.934523810000002,15.309523810000000,14.267857140000000,12.005952380000000,13.428571430000000,12.303571430000000,-8.470238094999999,-5.101190476000000,-4.589285714000000,-4.702380952000000,-10.321428570000000,-3.101190476000000,-4.107142857000000,0.988095238000000,9.797619048000000,8.005952381000000,10.994047620000000,14.464285710000000,16.744047620000000,13.946428570000000,17.125000000000000,17.589285709999999,18.065476189999998,15.839285710000000,18.410714290000001,16.994047620000000,13.642857140000000,14.059523810000000,16.422619050000002,17.065476189999998,13.976190480000000,15.755952380000000,14.630952380000000,12.220238100000000,12.345238100000000,5.386904762000000,6.125000000000000,5.130952381000000,-1.261904762000000,0.083333333000000,0.422619048000000,iowa,42.842076599999999,-91.850264999999993,33,239186.888871747563826,3527348275.402570247650146
22,22,234114.399999999994179,75,19149,19149,Plymouth,IA,2.586168351530400,70,plymouth,268,2018,213.699999999999989,2.462064252000000,396.058510500000011,11.609022560000000,0.212235133000000,5.910628845000000,2.924812030000000,2.067669173000000,3.180451128000000,0.624060150000000,0.736842105000000,2.556390977000000,1.774436090000000,0.315789474000000,6.112781955000000,4.436090226000000,2.353383459000000,1.375939850000000,6.255639098000000,3.496240602000000,0.751879699000000,11.962406020000000,13.323308270000000,3.503759398000000,4.548872180000000,0.135338346000000,0.360902256000000,5.067669173000000,2.593984962000000,4.240601504000000,4.819548872000000,1.984962406000000,10.932330830000000,0,13.646616540000000,0.210526316000000,2.413533835000000,7.894736842000000,0.684210526000000,0.729323308000000,2.969924812000000,290.165414300000009,333.930826799999977,335.181955200000004,408.300751900000023,483.705262100000027,394.851130399999988,460.872181099999978,521.768423200000029,398.821052500000008,347.765413299999977,381.281204800000012,399.639096800000004,409.624058499999990,393.094736200000000,353.900753300000019,262.977444699999978,321.178947300000004,417.804511499999990,386.333836599999984,436.523308299999997,441.984962600000017,416.529322999999977,372.763909099999978,337.756390300000021,342.568420899999978,323.175941099999989,318.051127699999995,371.609022799999991,319.975940799999989,301.497745000000009,230.760903500000012,175.446616799999987,321.154888200000016,283.163908400000025,212.499247999999994,2.398496241000000,6.105263158000000,6.921052632000000,7.601503759000000,2.248120301000000,8.078947368000000,7.661654135000000,18.729323310000002,23.428571430000002,20.819548869999998,23.706766920000000,28.996240600000000,31.616541349999999,30.259398500000000,30.007518800000000,24.928571430000002,28.312030080000000,29.488721800000000,31.157894740000000,28.285714290000001,26.770676689999998,28.063909769999999,28.804511280000000,28.624060149999998,25.037593980000000,25.845864660000000,23.695488720000000,28.530075190000002,25.748120300000000,17.251879700000000,15.436090230000000,9.387218044999999,14.537593980000000,16.000000000000000,13.221804510000000,-5.879699248000000,-3.330827068000000,-1.165413534000000,-2.804511278000000,-9.402255639000000,-2.447368421000000,-3.203007519000000,1.898496241000000,8.763157895000001,8.815789474000001,11.090225560000000,15.469924810000000,16.725563910000002,16.635338350000001,18.699248120000000,16.710526320000000,18.511278200000000,17.864661649999999,19.898496240000000,16.327067670000002,13.695488720000000,13.951127820000000,16.360902260000000,17.112781949999999,14.105263160000000,15.548872180000000,13.578947370000000,15.947368420000000,12.921052630000000,6.947368421000000,4.954887218000000,2.251879699000000,-0.503759398000000,0.808270677000000,0.590225564000000,iowa,42.736912400000001,-96.221360700000005,75,318540.232190364564303,4150897538.496093750000000
23,23,154682.000000000000000,18,19035,19035,Cherokee,IA,1.640158746807284,17,cherokee,211,2018,213.400000000000006,2.797979798000000,399.344300099999998,11.096681100000000,0.094516594000000,5.595598846000000,2.476190476000000,1.904761905000000,4.904761905000000,0.047619048000000,1.047619048000000,4.587301587000000,2.793650794000000,0.142857143000000,6.539682540000000,4.984126984000000,1.349206349000000,2.253968254000000,6.190476190000000,1.650793651000000,3.253968254000000,12.206349210000001,12.936507940000000,3.000000000000000,4.746031746000000,0.000000000000000,0.079365079000000,3.269841270000000,3.238095238000000,4.920634921000000,5.492063492000000,3.317460317000000,8.936507937000000,0,17.619047620000000,0.746031746000000,1.904761905000000,6.079365079000000,0.873015873000000,0.412698413000000,2.158730159000000,298.819047500000011,338.285714999999982,314.666665899999998,415.441269599999998,479.644444500000020,399.390476299999989,445.866666300000020,554.717460500000016,402.996824199999992,346.819049399999983,396.139681900000028,400.406348299999991,397.206349699999976,411.073014499999999,341.688887599999987,251.479364800000013,322.742856000000018,419.047618100000022,380.292063400000018,435.555555099999992,452.977778399999977,420.215874100000008,371.098414100000014,342.196826799999997,336.253969199999972,303.593650200000013,312.838095000000010,375.111113999999986,321.828572800000018,297.447619700000018,228.977777500000002,183.822223500000007,310.400001400000008,284.241267499999992,218.768252100000012,1.873015873000000,5.539682540000000,6.015873016000000,7.079365079000000,2.134920635000000,7.476190476000000,6.087301587000000,18.468253969999999,23.158730160000001,20.484126979999999,23.746031750000000,28.896825400000001,31.658730160000001,30.079365079999999,29.634920630000000,24.896825400000001,28.063492060000002,29.126984130000000,30.626984130000000,27.976190480000000,26.515873020000001,27.920634920000001,28.634920630000000,28.238095240000000,25.007936510000000,25.904761900000000,23.428571430000002,28.285714290000001,25.769841270000001,17.214285709999999,15.158730159999999,9.785714285999999,14.150793650000001,15.253968250000000,13.007936510000000,-6.436507937000000,-3.722222222000000,-1.301587302000000,-2.984126984000000,-9.301587302000000,-2.563492063000000,-3.714285714000000,1.880952381000000,9.261904762000000,8.746031746000000,11.174603169999999,15.547619050000000,16.849206349999999,16.539682540000001,18.452380949999998,16.880952380000000,18.444444440000002,17.682539680000001,20.126984130000000,16.523809520000000,13.642857140000000,14.047619050000000,16.563492060000002,17.000000000000000,14.222222220000001,15.722222220000001,13.793650789999999,15.801587300000000,12.992063490000000,6.936507937000000,5.015873016000000,2.500000000000000,-0.396825397000000,0.619047619000000,0.769841270000000,iowa,42.724796800000000,-95.624980300000004,18,210619.136288254492683,2771509441.929467678070068
24,24,155119.500000000000000,11,19021,19021,Buena Vista,IA,1.645522687504323,10,buena vista,204,2018,193.099999999999994,2.863636364000000,388.851948499999992,10.677489180000000,0.197510823000000,5.437500000000000,2.250000000000000,1.952380952000000,4.690476190000000,0.178571429000000,1.035714286000000,4.797619048000000,2.833333333000000,0.011904762000000,7.440476190000000,4.797619048000000,1.511904762000000,1.500000000000000,5.297619048000000,1.297619048000000,5.773809524000000,14.119047620000000,7.880952381000000,3.964285714000000,4.023809524000000,0.059523810000000,0.000000000000000,2.595238095000000,5.488095238000000,4.750000000000000,8.559523810000000,5.797619048000000,11.916666670000000,0,17.464285709999999,1.000000000000000,2.571428571000000,5.702380952000000,0.880952381000000,0.273809524000000,1.690476190000000,294.209525900000017,338.323810400000013,300.571428000000026,391.504761799999983,476.533334299999979,380.304761299999996,443.352383200000020,535.619045099999994,392.571430399999997,332.571428900000001,391.809524399999987,403.352382299999988,392.571428200000014,400.609522500000026,335.847620500000005,256.380950900000016,320.114286499999992,419.504761799999983,389.942857300000014,421.752379299999973,452.799999399999990,419.580951099999993,371.847618500000010,335.200002600000005,333.600001399999996,298.323809499999982,312.876189599999975,383.238095999999985,326.019047899999975,293.219046600000013,212.114284700000013,196.152381399999996,309.561904900000002,288.228572100000008,216.723808700000006,1.619047619000000,5.285714286000000,5.380952381000000,6.422619048000000,1.922619048000000,6.797619048000000,5.011904762000000,18.273809520000000,22.982142860000000,19.946428569999998,23.809523810000002,28.636904760000000,31.607142860000000,29.708333329999999,29.029761900000000,24.988095240000000,27.821428569999998,28.696428569999998,30.315476189999998,27.666666670000001,26.398809520000000,27.827380949999998,28.440476189999998,27.946428569999998,24.815476189999998,25.785714290000001,23.357142860000000,28.190476189999998,25.755952380000000,17.077380949999998,14.863095240000000,10.035714290000000,13.851190480000000,14.803571430000000,12.660714290000000,-6.392857143000000,-3.678571429000000,-1.345238095000000,-3.178571429000000,-9.267857143000001,-2.333333333000000,-4.196428571000000,2.166666667000000,9.678571429000000,9.166666666999999,11.553571430000000,15.452380950000000,17.029761900000000,16.863095240000000,18.244047620000000,17.047619050000002,18.571428569999998,17.601190480000000,20.041666670000001,17.059523810000002,14.047619050000000,14.434523810000000,16.827380949999998,17.184523810000002,14.648809520000000,15.976190480000000,13.791666670000000,15.589285710000000,12.964285710000000,7.101190476000000,5.202380952000000,2.898809524000000,-0.017857143000000,0.791666667000000,1.226190476000000,iowa,42.744581400000001,-95.112752499999999,11,211253.618639397376683,2787552408.208496570587158
25,25,154783.700000000011642,76,19151,19151,Pocahontas,IA,1.641249533622067,71,pocahontas,269,2018,179.199999999999989,3.272727273000000,395.729869599999972,10.672077920000000,0.214826840000000,5.443452381000000,2.095238095000000,1.357142857000000,6.416666667000000,0.226190476000000,1.309523810000000,6.202380952000000,4.142857143000000,0.000000000000000,8.345238094999999,4.928571429000000,0.976190476000000,1.416666667000000,4.928571429000000,1.833333333000000,13.452380950000000,15.583333330000000,7.011904762000000,6.892857143000000,2.857142857000000,0.166666667000000,0.940476190000000,1.071428571000000,8.452380952000000,3.523809524000000,10.738095240000000,7.595238095000000,9.202380952000000,0,15.190476190000000,1.392857143000000,2.952380952000000,7.380952381000000,1.083333333000000,0.214285714000000,1.321428571000000,297.942855699999996,347.923809600000027,296.533332099999996,403.390476200000023,496.419047799999987,377.714285200000006,443.200001299999997,563.238090899999975,388.114286900000025,338.933334000000002,399.619046299999980,384.685713099999987,405.790476500000011,392.000000000000000,305.828571000000011,267.657142599999986,324.685713099999987,416.342857400000014,386.780951700000003,416.190475499999991,440.380952700000023,433.104759899999976,375.695237700000007,335.695238399999994,330.742856700000004,303.657143000000019,328.266665499999988,389.180952499999989,322.819047300000022,292.952381500000001,213.257141700000005,209.866666199999997,302.133333999999991,289.523809900000003,228.038094400000006,1.910714286000000,5.434523810000000,5.214285714000000,5.589285714000000,2.023809524000000,6.565476190000000,4.875000000000000,18.363095240000000,23.196428569999998,20.035714290000001,24.184523810000002,27.904761900000000,32.089285709999999,29.535714290000001,28.428571430000002,25.630952380000000,27.970238100000000,28.529761900000000,30.351190480000000,27.898809520000000,26.565476189999998,28.005952380000000,28.422619050000002,28.142857140000000,24.892857140000000,25.976190480000000,23.892857140000000,28.113095240000000,26.208333329999999,17.416666670000001,15.178571430000000,11.059523810000000,13.488095240000000,14.755952380000000,12.904761900000000,-6.101190476000000,-3.660714286000000,-1.470238095000000,-3.553571429000000,-9.375000000000000,-2.184523810000000,-4.607142857000000,2.303571429000000,9.880952381000000,9.446428571000000,11.684523810000000,15.184523810000000,17.142857140000000,16.821428569999998,17.910714290000001,17.422619050000002,18.666666670000001,17.464285709999999,19.886904760000000,17.303571430000002,14.208333330000000,14.541666670000000,16.863095240000000,17.398809520000000,14.827380950000000,15.898809520000000,13.940476190000000,15.005952380000000,13.089285710000000,7.077380952000000,5.375000000000000,3.357142857000000,0.184523810000000,0.529761905000000,1.041666667000000,iowa,42.726268099999999,-94.647738300000000,76,210824.772002391691785,2779732711.660337924957275
26,26,135615.000000000000000,46,19091,19091,Humboldt,IA,1.469621099230822,44,humboldt,239,2018,162.199999999999989,3.355519480000000,404.374024899999995,10.488636359999999,-0.095779221000000,5.196428571000000,1.678571429000000,0.767857143000000,5.892857143000000,0.482142857000000,0.964285714000000,7.196428571000000,3.821428571000000,0.000000000000000,9.375000000000000,5.785714286000000,0.946428571000000,4.107142857000000,2.821428571000000,1.660714286000000,8.089285714000001,14.321428570000000,10.160714290000000,2.803571429000000,2.571428571000000,1.767857143000000,1.196428571000000,0.410714286000000,9.053571429000000,2.178571429000000,12.535714290000000,8.571428571000000,8.875000000000000,0,15.000000000000000,1.392857143000000,3.178571429000000,9.196428571000000,1.214285714000000,0.303571429000000,1.375000000000000,302.514282499999979,354.399998799999992,309.314283900000021,404.685713099999987,498.514287099999990,379.028571800000009,454.971427100000028,600.057137600000033,428.914286500000003,313.428571700000020,402.285714299999995,365.257144900000014,415.314284199999975,396.914282399999991,309.885713800000019,282.514287700000011,329.828571899999986,406.342858999999976,395.257141699999977,391.942855800000018,430.399999900000012,434.685714200000007,379.371432400000003,347.657145899999989,336.628570000000025,314.000001600000019,326.399999600000001,391.600000700000010,317.142859299999998,298.285714600000006,216.399998399999987,216.228571100000011,281.200000199999977,290.571429700000010,237.600001999999989,1.633928571000000,5.142857143000000,5.008928571000000,4.669642857000000,1.830357143000000,6.232142857000000,4.732142857000000,18.392857140000000,23.133928569999998,20.133928569999998,24.464285709999999,27.366071430000002,32.187500000000000,29.491071430000002,28.178571430000002,26.205357140000000,28.267857140000000,28.589285709999999,30.580357140000000,28.044642860000000,26.544642860000000,27.964285709999999,28.285714290000001,28.392857140000000,25.017857140000000,26.062500000000000,24.187500000000000,27.910714290000001,26.205357140000000,17.562500000000000,15.241071430000000,11.857142860000000,12.812500000000000,14.732142860000000,12.946428570000000,-6.178571429000000,-4.017857143000000,-1.991071429000000,-4.383928571000000,-9.330357143000001,-2.517857143000000,-5.000000000000000,1.982142857000000,9.625000000000000,9.258928571000000,11.500000000000000,14.964285710000000,17.026785709999999,16.276785709999999,17.267857140000000,17.508928569999998,18.392857140000000,17.151785709999999,19.553571430000002,17.026785709999999,13.964285710000000,14.178571430000000,16.473214290000001,17.366071430000002,14.428571430000000,15.651785710000000,13.955357140000000,14.303571430000000,13.053571430000000,6.696428571000000,5.250000000000000,3.723214286000000,-0.044642857000000,0.026785714000000,0.544642857000000,iowa,42.775603199999999,-94.195613300000005,46,184816.136728664598195,2095379128.035041093826294
27,27,155088.899999999994179,99,19197,19197,Wright,IA,1.644808536247016,92,wright,292,2018,180.400000000000006,3.624458874000000,415.255410700000027,10.516774890000001,-0.325757576000000,5.095508658000000,1.702380952000000,1.023809524000000,6.464285714000000,0.869047619000000,1.071428571000000,8.988095238000000,4.154761905000000,0.000000000000000,9.142857143000001,5.119047619000000,1.333333333000000,5.464285714000000,2.523809524000000,3.547619048000000,5.738095238000000,13.583333330000000,9.035714285999999,1.238095238000000,1.845238095000000,4.178571429000000,1.357142857000000,1.107142857000000,8.785714285999999,1.107142857000000,10.809523810000000,9.964285714000001,9.821428571000000,0,18.035714290000001,1.607142857000000,4.892857143000000,9.357142856999999,1.142857143000000,0.535714286000000,1.857142857000000,311.733331599999985,367.314287299999990,334.323808900000017,408.000000199999988,493.447617700000023,401.066663800000015,457.828571099999976,610.971429700000044,443.123809800000004,335.695238200000006,404.304759799999999,346.628571099999988,406.095238800000004,401.409523400000012,325.142856100000017,277.142858400000023,329.676190099999985,423.428572499999973,393.219047499999988,385.485712499999977,430.666667399999994,420.457144200000016,372.076193499999988,348.990477100000021,332.152378600000020,310.819048399999986,304.761904599999980,398.742858200000001,309.714288399999987,304.152381900000023,202.780950600000011,219.733332999999988,287.657141700000011,285.790476300000023,236.266667799999993,1.345238095000000,5.273809524000000,5.041666667000000,4.309523810000000,1.571428571000000,6.261904762000000,5.184523810000000,18.755952380000000,22.940476189999998,20.273809520000000,24.726190480000000,27.172619050000002,31.809523810000002,29.190476189999998,28.047619050000002,26.440476189999998,28.113095240000000,28.666666670000001,30.517857140000000,27.797619050000002,26.434523810000002,27.660714290000001,28.166666670000001,28.303571430000002,25.000000000000000,26.309523810000002,24.059523810000002,28.005952380000000,25.761904760000000,17.488095240000000,15.160714290000000,12.422619050000000,12.630952380000000,14.446428570000000,12.696428570000000,-6.750000000000000,-4.315476190000000,-2.690476190000000,-4.815476190000000,-9.416666666999999,-2.857142857000000,-4.726190476000000,1.755952381000000,9.595238094999999,9.184523810000000,11.452380950000000,14.976190480000000,16.952380949999998,15.791666670000000,16.988095240000000,17.446428569999998,18.130952380000000,16.726190480000000,19.285714290000001,16.785714290000001,13.732142860000000,14.130952380000000,16.214285709999999,17.297619050000002,14.184523810000000,15.619047620000000,14.244047620000000,13.851190480000000,13.083333330000000,6.315476190000000,5.505952381000000,4.119047619000000,-0.464285714000000,-0.261904762000000,0.577380952000000,iowa,42.740445200000003,-93.732584900000006,99,211277.691481847199611,2795247119.497749805450439
28,28,136161.799999999988358,9,19017,19017,Bremer,IA,1.475098456231941,8,bremer,202,2018,212.400000000000006,2.918831169000000,398.223376499999972,10.741883120000001,-0.517045455000000,5.112418831000000,2.589285714000000,0.125000000000000,4.500000000000000,0.964285714000000,0.803571429000000,4.982142857000000,2.589285714000000,0.000000000000000,9.589285714000001,4.428571429000000,1.535714286000000,4.714285714000000,1.696428571000000,15.910714290000000,1.946428571000000,9.732142856999999,10.892857140000000,3.839285714000000,1.892857143000000,4.160714286000000,0.642857143000000,3.267857143000000,11.857142860000000,4.196428571000000,7.232142857000000,18.357142860000000,16.839285709999999,0,17.803571430000002,3.696428571000000,10.142857140000000,10.196428570000000,1.303571429000000,0.517857143000000,3.464285714000000,318.114286699999980,391.199999100000014,383.314282800000001,382.971428199999991,447.885714399999983,375.371428400000013,409.657143200000007,535.885711700000002,391.485716400000001,331.314285799999993,413.257144700000026,310.057144999999991,402.057144699999981,403.142857100000015,316.399998799999992,264.571428799999978,351.542856799999981,437.485717200000011,391.828573199999994,365.657142399999998,429.771429300000023,402.685713599999985,372.514285200000018,364.285712400000023,322.685716099999979,300.971429000000001,284.057139800000016,410.571426900000006,307.142855199999985,312.285713699999974,179.942856699999993,219.142857700000008,291.885712800000022,267.942857500000002,237.142857800000002,0.919642857000000,5.651785714000000,6.160714286000000,4.758928571000000,0.892857143000000,6.544642857000000,6.107142857000000,18.991071430000002,23.133928569999998,19.955357140000000,25.044642860000000,26.339285709999999,31.107142860000000,28.366071430000002,26.848214290000001,26.008928569999998,28.339285709999999,28.732142860000000,30.267857140000000,26.705357140000000,25.937500000000000,27.187500000000000,28.303571430000002,28.651785709999999,24.357142860000000,26.571428569999998,23.294642860000000,27.892857140000000,24.991071430000002,17.678571430000002,15.125000000000000,13.723214290000000,12.107142860000000,13.366071430000000,12.294642860000000,-7.669642857000000,-4.642857143000000,-4.008928571000000,-4.794642857000000,-9.830357143000001,-2.821428571000000,-3.571428571000000,1.642857143000000,10.080357140000000,8.651785714000001,11.276785710000000,15.053571430000000,17.062500000000000,14.330357140000000,17.205357140000000,17.616071430000002,18.089285709999999,16.446428569999998,18.991071430000002,17.000000000000000,13.660714290000000,14.428571430000000,16.616071430000002,17.508928569999998,14.276785710000000,16.053571430000002,14.678571430000000,13.250000000000000,12.705357140000000,5.857142857000000,6.116071429000000,5.151785714000000,-1.035714286000000,0.455357143000000,0.741071429000000,iowa,42.766964899999998,-92.309985600000005,9,185568.815559049806325,2113052783.622249841690063
29,29,155346.600000000005821,35,19069,19069,Franklin,IA,1.647580906032916,33,franklin,228,2018,204.099999999999994,3.730158730000000,415.584414600000002,10.525974030000000,-0.402597403000000,5.061688312000000,2.206349206000000,1.047619048000000,6.968253968000000,1.793650794000000,1.031746032000000,8.793650793999999,4.841269841000000,0.000000000000000,8.222222221999999,4.333333333000000,1.793650794000000,5.666666667000000,2.476190476000000,7.031746032000000,2.285714286000000,12.507936510000000,6.682539683000000,1.698412698000000,2.857142857000000,5.793650794000000,1.365079365000000,2.190476190000000,9.349206348999999,1.682539683000000,11.000000000000000,11.460317460000001,13.523809520000000,0,18.968253969999999,1.904761905000000,6.507936508000000,8.619047619000000,1.412698413000000,0.396825397000000,2.809523810000000,311.619046200000014,377.752382599999976,355.555555799999979,406.501587599999993,475.987300300000015,402.082538699999986,444.799999700000001,607.999998099999971,438.095234899999980,341.790474500000016,409.244442199999980,335.136507499999993,404.165078800000003,381.917461100000025,347.073016499999994,276.876191199999994,335.238094799999999,426.565078500000027,381.765079300000025,378.971427300000016,427.936508399999980,412.749206300000026,367.288887900000020,353.066665600000022,315.479364299999986,291.961904899999979,293.739683500000012,404.825397800000019,304.457141100000001,304.000000999999997,201.244444100000010,219.784127600000005,297.193652199999974,282.869842300000016,234.920636300000012,1.103174603000000,5.468253968000000,5.174603175000000,4.150793651000000,1.285714286000000,6.222222222000000,5.539682540000000,18.817460319999999,22.888888890000000,20.166666670000001,24.968253969999999,27.142857140000000,31.650793650000001,29.190476189999998,27.904761900000000,26.571428569999998,28.039682540000001,28.753968250000000,30.460317459999999,27.476190480000000,26.325396829999999,27.428571430000002,28.404761900000000,28.349206349999999,24.936507939999998,26.396825400000001,23.730158729999999,28.166666670000001,25.301587300000001,17.500000000000000,15.071428570000000,12.833333330000000,12.571428570000000,14.031746030000001,12.531746030000001,-7.238095238000000,-4.444444444000000,-3.269841270000000,-5.087301587000000,-9.507936508000000,-3.000000000000000,-4.238095238000000,1.817460317000000,9.896825397000001,9.142857143000001,11.500000000000000,15.063492060000000,17.111111110000000,15.515873020000001,16.960317459999999,17.571428569999998,18.055555559999998,16.690476189999998,19.214285709999999,16.785714290000001,13.817460320000000,14.349206349999999,16.166666670000001,17.349206349999999,14.253968250000000,15.833333330000000,14.373015870000000,13.634920630000000,13.095238100000000,6.269841270000000,5.746031746000000,4.523809524000000,-0.706349206000000,-0.071428571000000,0.801587302000000,iowa,42.728590699999998,-93.251316799999998,35,211631.740235095086973,2797473399.939762115478516
30,30,155223.000000000000000,12,19023,19023,Butler,IA,1.645819947261691,11,butler,205,2018,211.300000000000011,3.215367965000000,398.742856899999992,10.747294370000001,-0.230519481000000,5.258387446000000,1.845238095000000,0.619047619000000,7.309523810000000,1.595238095000000,0.642857143000000,5.797619048000000,3.000000000000000,0.000000000000000,8.702380952000000,3.928571429000000,1.928571429000000,3.107142857000000,0.928571429000000,8.345238094999999,3.000000000000000,9.785714285999999,8.035714285999999,2.250000000000000,2.214285714000000,5.761904762000000,1.226190476000000,3.476190476000000,9.464285714000001,2.988095238000000,14.452380950000000,17.857142860000000,16.464285709999999,0,18.500000000000000,2.940476190000000,8.273809524000001,8.238095238000000,1.261904762000000,0.392857143000000,3.297619048000000,317.295237600000007,377.142856400000028,366.019047899999975,383.314285299999995,459.123809499999993,389.866666699999996,419.809522700000002,547.276192799999990,388.647618399999999,328.647618599999987,409.028569899999979,336.342857200000026,428.228571900000020,400.000000699999987,332.380951999999979,274.019048399999974,345.447620400000005,427.999998199999993,384.800000899999986,366.171427800000004,427.352381400000013,414.095238800000004,367.123810699999979,355.923807199999999,307.657143399999995,279.961905699999988,283.847617899999989,408.038092500000005,309.752378899999997,303.390476200000023,188.495238300000011,218.895237900000012,301.485715200000016,277.333331900000019,235.123809800000004,1.238095238000000,5.744047619000000,5.630952381000000,4.476190476000000,1.202380952000000,6.613095238000000,6.184523810000000,18.898809520000000,23.035714290000001,20.053571430000002,25.142857140000000,27.047619050000002,31.505952380000000,29.059523810000002,27.601190480000000,26.404761900000000,28.041666670000001,28.773809520000000,30.398809520000000,26.988095240000000,26.166666670000001,27.357142860000000,28.452380949999998,28.446428569999998,24.761904760000000,26.541666670000001,23.351190480000000,28.148809520000000,25.178571430000002,17.678571430000002,15.279761900000000,13.363095240000000,12.476190480000000,13.714285710000000,12.434523810000000,-7.178571429000000,-4.285714286000000,-3.476190476000000,-4.750000000000000,-9.422619048000000,-2.696428571000000,-3.607142857000000,1.904761905000000,10.273809520000000,9.130952381000000,11.571428570000000,15.315476190000000,17.279761900000000,15.107142860000000,17.208333329999999,17.595238100000000,18.148809520000000,16.791666670000001,19.214285709999999,16.952380949999998,13.869047620000000,14.660714290000000,16.589285709999999,17.571428569999998,14.553571430000000,16.291666670000001,14.761904760000000,13.720238100000000,13.083333330000000,6.452380952000000,6.255952381000000,5.083333333000000,-0.630952381000000,0.440476190000000,1.000000000000000,iowa,42.733651199999997,-92.781949299999994,12,211462.104807340045227,2795062025.840262889862061
